,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Feature 43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 44,0.0002270294310235525,0.00013828094601482898,0.00041543670417067884,0.0005165583398502558,0.00041901230209554906,0.0003419965466409454,0.0009619502961005389,0.00011807161852946921,2.3694802332182887e-05,2.437832797430735e-06
Feature 45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 74,9.382510805502645e-05,7.14442713912884e-05,0.00040561561317804215,0.0010659915027741566,0.0003930823029928154,0.00021645901734423597,0.0009666142657899263,0.00012132210101050213,1.7396749760801598e-05,3.797586215158543e-06
Feature 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 103,0.00017568758642237792,0.000165107664316775,0.000927032803006925,0.0012265586839905582,0.0006884598114848918,0.0006428723866932931,0.0009508844768231083,0.00010086308285515977,1.409758915942538e-05,4.304747889305509e-06
Feature 104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 109,0.00025910849757138516,0.0001404138420507174,0.0009110615282125275,0.0015464437653269305,0.0006911549220022338,0.0003664994040277223,0.0015492213620074882,0.0002448755066256527,2.3526286588686286e-05,4.665564279289225e-06
Feature 110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 131,0.00033273082365115807,0.0002305043681109038,0.0022728395366918837,0.004344001373253707,0.0013485728523402035,0.0007076826795221467,0.009818499264130863,0.0006300064404879433,0.00014974353683393593,2.262988600414974e-05
Feature 132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 133,0.003378054809152281,0.0021653419124885573,0.005306026841966812,0.011103935744345728,0.023196562420336887,0.05459356585190481,0.04046028276454227,0.005539866072499885,0.0009136940349585259,0.00010129056454281006
Feature 134,0.0012911111300974555,0.0010284394583257954,0.007272453312738527,0.005623019207060744,0.04267779307169522,0.07406236781746289,0.03431210070382788,0.004562520078236151,0.0004178367854745764,0.00011509318885662274
Feature 135,0.0004011811671729049,0.0002245979130737101,0.0013853248429834856,0.007676540515978489,0.005784755610215616,0.0010792319888231062,0.005184452985872104,0.0010605125751338683,0.00018226465321294843,2.9288076791096927e-05
Feature 136,2.4703620673326188e-05,1.3808463307668901e-05,0.0003878160423122605,0.0003057961984393345,0.00042975880609549583,0.00034732565497052947,0.0005599324774046669,6.142874391904333e-05,1.065366666717252e-05,4.953477248856304e-06
Feature 137,4.995691073505164e-05,8.579661839292529e-05,0.0007986531867254996,0.0017637569704712194,0.004506098235048156,0.0007417691644772693,0.0018352050221858002,0.002682023949317247,0.00025555343209731436,4.32431077672542e-05
Feature 138,7.642485101210487e-05,7.102034853393035e-05,0.000571150332172184,0.0022833075611889374,0.0003786912654112024,0.000561145008108125,0.0007826276014473296,0.0005905180518982734,6.847969791812944e-05,1.2543975088278064e-05
Feature 139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 147,0.0006533992921908394,0.0004484615491481034,0.0023739954475080656,0.003246539954413213,0.0044819457420224975,0.001992553841321248,0.01432125264936057,0.011738345643914717,0.0007533879157100413,4.9633559454711504e-05
Feature 148,0.0014854125583588717,0.000579791620983222,0.005480770947355415,0.008739951787678703,0.0044190027544553446,0.00626469643731534,0.012728276641704344,0.008488147929150189,0.00032371020653060143,0.00010351046001485834
Feature 149,0.001296680876188071,0.0003577205445546329,0.002784347263318289,0.011716077772766953,0.0020106254141356457,0.002935664777756264,0.02130787873086498,0.002211312271165582,0.0003369094863573418,2.9179472380817564e-05
Feature 150,0.00011097097338605994,0.00012471167405120234,0.0007915836211412273,0.0013415280969838593,0.0019437388495435431,0.0013936025154989242,0.006500740551447181,0.0011124030657355785,8.128105273946615e-05,8.789033776519582e-06
Feature 151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 154,0.00011638116738818146,7.168049856284158e-05,0.0008831706001743266,0.003354394591123885,0.0011090249263408772,0.0007255113354152687,0.00534396248876747,0.0009781912104241677,0.00012856039787528692,2.3390990778372998e-05
Feature 155,0.00017241984652377774,9.314492310091968e-05,0.0004271427770707693,0.0011506764897511552,0.0009878740837451242,0.0008755957754903017,0.0025890880719917618,0.0013397093077137973,4.850957104207237e-05,1.2788483958204116e-05
Feature 156,0.00022164294927304627,5.9083721190762976e-05,0.0004886756144578252,0.0017731278287555416,0.0015532710841881662,0.0005715508803926581,0.0012734848084324298,0.00026146625115959954,7.295401073027724e-05,3.3680698143444256e-05
Feature 157,9.015944028087479e-06,5.671251597072355e-06,3.30274796562296e-05,0.00013605455515767302,7.638668694596232e-05,6.0850712030480544e-05,0.00016683093364557435,7.340450348831735e-05,1.2705780744178836e-05,1.4374002648052178e-06
Feature 158,4.1767543526988366e-05,9.384972347883605e-06,9.316361548082453e-05,0.0006178068338989317,0.00018500674193406858,0.00017483096283262914,0.000754015061451243,6.529790637137269e-05,1.0159376386804094e-05,3.5040907435009205e-06
Feature 159,0.0007507870122108895,0.0008137890878544186,0.006724238902400678,0.013499638522163309,0.006421015251530139,0.012097601376871693,0.02080012958767762,0.011393268787466613,0.0014627158519742414,0.00015419086937649344
Feature 160,0.00957850499878395,0.0023885626770601327,0.017988996830702278,0.05700578856712299,0.0628703942230406,0.05522571206462132,0.06975924585508418,0.01970945880746193,0.002385258869342894,0.0008713128808093756
Feature 161,0.007546584375444469,0.0032187692419417013,0.03742639302479279,0.12000978947326031,0.028907141201494017,0.013446825553304802,0.20950531562474417,0.021944933522914312,0.0022835633999941677,0.0004985151833799394
Feature 162,0.0010380014030244174,0.0006848327692399346,0.004314701591114059,0.008370477368836872,0.00471616503027253,0.009135147068672637,0.017819759591328654,0.010672177072260309,0.0014479049732236398,0.00012569732140593068
Feature 163,0.001924796364134951,0.0006289410153215455,0.0035301567510177007,0.011928971871827723,0.006099321557382693,0.005626717074860505,0.03075135226199068,0.0011132954064623688,0.00019800794466818438,4.6674654070987287e-05
Feature 164,0.0001002781297767181,5.197357571820653e-05,0.00028057954531803474,0.0008234194508436337,0.00027318712075621236,0.00021297541483342451,0.0008115193196860188,0.0007359109174561985,3.3630519987117446e-05,6.9969522932284886e-06
Feature 165,0.00016334317694915044,6.726332879564502e-05,0.00046265356386502134,0.002049539325419001,0.0004491017380850589,0.00032940753467426725,0.0013611344441651324,0.0016460758348601564,8.168806032432096e-05,2.2598598508839568e-05
Feature 166,2.242367134224329e-05,1.1423323124256192e-05,0.000131632466749214,0.0002574639604233998,7.667065149455149e-05,7.440876825180104e-05,0.0002860752628022323,0.00017409882433189986,9.788251553552597e-06,1.9390060116960958e-06
Feature 167,0.00012009844785685908,0.00012700779597514005,0.0013190056816039008,0.005145362477064648,0.0014224591460676869,0.00044154458194199127,0.008613547964204951,0.0016588954060097806,0.0002510364434618201,5.189145450955359e-05
Feature 168,0.00014045475375535374,7.707524616937466e-05,0.0005584167782698846,0.0017557654992421102,0.0031405000029881,0.0005839221839932819,0.0037273388556763242,0.008343326424477427,0.0005269803973278278,2.2526589190788332e-05
Feature 169,0.0003452049256044362,9.598695346175294e-05,0.0012221165893264536,0.002629944134898016,0.0005961801435212275,0.0003103901472219166,0.001530705194341298,0.0019231542042078666,0.00011748475691503358,1.4059922518967464e-05
Feature 170,0.006299915146804065,0.0058361937960009404,0.02878040218723009,0.04737552243051791,0.01383977197078745,0.008809792646529502,0.09017565390114392,0.00977060145675811,0.0010192407661475651,0.00030097709097166094
Feature 171,0.0002550578580501995,0.00019505502884514976,0.0006784632606202379,0.0020268757347724846,0.001255286421564514,0.0009609517143008372,0.003959523030777416,0.0014855814106266383,0.00015996537526451784,3.230052235364621e-05
Feature 172,0.0004375401094364741,0.0002879634875617063,0.002631313346354311,0.0023299407607700524,0.002192605752945321,0.0014191288101886004,0.0028114915262769853,0.0011554895394881907,0.00017078791653867182,4.846518607839524e-05
Feature 173,0.0029242993177062845,0.0024700554049375063,0.02312236098901504,0.043984676722522174,0.01530019007582466,0.0076406741059874515,0.05777124406684007,0.008007917164482644,0.0009015120367360488,0.00016954062258859277
Feature 174,0.0007364391220347244,0.0003451161982149678,0.0050145578930035385,0.01581706173577739,0.009067000948693662,0.004418170871882342,0.015563021236085581,0.004159853751646198,0.0005450597595963604,0.0001145038618272325
Feature 175,0.0004885586362449664,0.00035819838016857864,0.00790956574497902,0.006074507859242568,0.005824658024973731,0.0026329403689749247,0.0252271412099854,0.01426423787727173,0.0008216945216383875,0.00010493564715221472
Feature 176,0.0006555221459512373,0.00038084100337555736,0.0028967957275698713,0.005022241915056479,0.0023787231398532268,0.0014413945207915533,0.005821890931269682,0.0034527752784195226,0.00034480394305666523,8.32102506270125e-05
Feature 177,0.000593839674032805,0.0004054753586080947,0.002826805319904688,0.013548525143597666,0.005584096642835909,0.005018670025387881,0.008259870715287436,0.010185379821450923,0.0009278516557891163,0.00016819711241119635
Feature 178,0.001663219276873729,0.0009839740593820484,0.00348743678344314,0.020600936819686663,0.010372974365888701,0.012485099517879034,0.03224876468237245,0.012589741173758788,0.0005065611208138032,0.0003903739141910495
Feature 179,0.0015254659152745618,0.00022879905071130046,0.002119709417242788,0.004655057677471487,0.0015489616848771693,0.0009176979455098051,0.008719984218019615,0.0011418088657955865,0.00013719151079568995,4.274614965955742e-05
Feature 180,1.964810910921015e-06,2.3352505709236034e-06,2.6757277979832517e-05,1.392268380660611e-05,4.209694486914831e-06,4.243171856435489e-06,6.517268383823363e-05,1.4805641406131383e-05,2.438123990759264e-06,5.910982012326003e-07
Feature 181,0.002659701623981941,0.0015233686457647416,0.010524721631324827,0.009606056238681004,0.03127331431463245,0.0200723751464733,0.028812882359267246,0.00531058329490613,0.000676720842136497,0.00014252358679792476
Feature 182,0.0021104211216518426,0.0010636047111474095,0.009509731919451524,0.024788250643518722,0.010986048466712481,0.017752352058827147,0.06155453507178473,0.006634448581794189,0.0006441571514080903,0.00011299643717999696
Feature 183,0.00029751143269475696,0.0004567368181387762,0.0010460990668469676,0.003256469427193909,0.004703842428278206,0.0020045617013312285,0.00772512488053714,0.004031336078367673,0.00047428758494066686,4.941020915200743e-05
Feature 184,0.0008409105752488718,0.0008042576203252062,0.00822892282126326,0.010299951403494599,0.03629026417528057,0.01202643100550645,0.02198640027122577,0.009087625202305325,0.0006933851855103223,8.331012759808841e-05
Feature 185,0.0008144397664358338,0.0014270892913083352,0.004651735349748964,0.010091114501104897,0.013499239901231242,0.0406701092297989,0.04548889594714344,0.0028970381910712927,0.0003514029671323401,6.041325994996937e-05
Feature 186,0.0031222458370908077,0.0033384177486488462,0.007001072857338528,0.019765739161616305,0.0672045974702302,0.008749227136417936,0.09405000260278708,0.01048251161543555,0.00144559445101971,0.00017247937790775412
Feature 187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feature 189,0.0009149423129742423,0.00016608770233029764,0.006553405960970811,0.01845847832712216,0.0023691590624823626,0.001931307723523222,0.026418073512025506,0.003397394701540336,0.0001707409608234848,5.13397365011557e-05
Feature 190,0.0007864291843324746,0.0004676437904735322,0.0032492854334889654,0.006809837030296783,0.007511672579534839,0.0028658356623583814,0.011124860600234154,0.00326426714427642,0.00041607850168391664,5.673943655963019e-05
Feature 191,0.005721288887555747,0.0030486631215202397,0.020146752835441744,0.032711581481658245,0.09675550469525952,0.010721305749073796,0.04168934511329239,0.021312734010527863,0.0023204149534661682,0.0003249965427515003
Feature 192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
